age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
41,6100.0,0.59,13000.0,36,0,2,14,Self-Employed,Diploma,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
66,7500.0,0.3,16000.0,48,0,1,20,Salaried,Bachelor,Married,Suburban,"My finances are well-managed, and I'm looking to consolidate some smaller debts into one payment.",0,neutral,0.7106344699859619,Low,Low Risk
25,2300.0,0.75,3000.0,12,2,1,3,Student,Diploma,Single,Urban,I am looking for a personal loan to cover some urgent expenses and am confident in my repayment ability.,0,positive,0.8999671339988708,Low,Low Risk
48,1700.0,0.99,3500.0,24,9,5,18,Unemployed,High School,Divorced,Rural,"I've defaulted on loans before, and I'm in a tough spot financially right now.",1,negative,0.9399330019950867,High,High Risk
31,6800.0,0.31,14500.0,36,0,0,9,Salaried,Bachelor,Married,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
50,19000.0,0.12,49000.0,60,0,1,19,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
38,5600.0,0.64,11500.0,24,0,2,12,Self-Employed,Diploma,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
64,3900.0,0.77,8000.0,36,2,3,20,Salaried,High School,Divorced,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
22,2600.0,0.68,2200.0,12,1,0,1,Student,Bachelor,Single,Urban,I am looking for a personal loan to cover some urgent expenses and am confident in my repayment ability.,0,positive,0.8999671339988708,Low,Low Risk
45,2000.0,0.98,5000.0,24,8,4,17,Unemployed,Bachelor,Married,Suburban,"I have been unemployed for a while, and my savings are almost depleted.",1,negative,0.8329399228096008,High,High Risk
33,13000.0,0.26,36000.0,60,0,0,11,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
59,7000.0,0.55,15000.0,36,0,2,18,Self-Employed,Diploma,Married,Urban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
27,1500.0,0.95,2000.0,12,6,1,5,Unemployed,High School,Single,Rural,"My financial situation is critical, and I'm seeking any assistance to stay afloat.",1,neutral,0.5811591148376465,Low,Low Risk
42,8500.0,0.34,17000.0,36,0,1,16,Salaried,Bachelor,Married,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
60,18500.0,0.13,47000.0,60,0,1,20,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
34,5200.0,0.61,10800.0,24,0,1,9,Self-Employed,Diploma,Single,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
67,1800.0,0.96,3000.0,12,7,4,20,Unemployed,High School,Divorced,Rural,"I've defaulted on loans before, and I'm in a tough spot financially right now.",1,negative,0.9399330019950867,High,High Risk
23,2800.0,0.65,2800.0,12,1,0,2,Student,Bachelor,Single,Urban,I am looking for a personal loan to cover some urgent expenses and am confident in my repayment ability.,0,positive,0.8999671339988708,Low,Low Risk
40,16000.0,0.19,42000.0,60,0,0,15,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
55,5400.0,0.7,11000.0,36,1,3,20,Salaried,Diploma,Married,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
26,2100.0,0.79,2500.0,12,3,1,4,Student,Diploma,Single,Urban,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
49,9300.0,0.39,20500.0,48,0,2,18,Self-Employed,Bachelor,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
63,17500.0,0.16,44000.0,60,0,0,20,Salaried,Master,Divorced,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
30,1600.0,0.94,2500.0,12,5,2,7,Unemployed,High School,Married,Rural,"My current debts are overwhelming, and I'm finding it very hard to keep up.",1,negative,0.9357419013977051,High,High Risk
28,5700.0,0.34,11000.0,24,0,0,6,Salaried,Bachelor,Single,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
43,6300.0,0.58,14000.0,36,0,2,15,Self-Employed,Diploma,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
65,4000.0,0.74,9000.0,36,1,3,20,Salaried,High School,Married,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
24,1500.0,0.99,1500.0,12,7,1,2,Unemployed,Diploma,Single,Urban,"My financial situation is critical, and I'm seeking any assistance to stay afloat.",1,neutral,0.5811591148376465,Low,Low Risk
46,16800.0,0.17,43500.0,60,0,1,18,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
37,7200.0,0.3,16500.0,36,0,0,14,Salaried,Bachelor,Married,Suburban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
58,4500.0,0.73,8000.0,24,2,2,20,Self-Employed,High School,Divorced,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
21,1900.0,0.89,1000.0,12,3,0,0,Student,High School,Single,Urban,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
61,2000.0,0.99,5000.0,36,10,5,20,Unemployed,Bachelor,Married,Suburban,"My credit is poor, and I'm struggling with a high debt burden that needs immediate attention.",1,negative,0.9571061134338379,High,High Risk
35,14000.0,0.24,39000.0,60,0,0,13,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
52,6500.0,0.6,13000.0,36,0,3,19,Self-Employed,Diploma,Married,Rural,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
29,4100.0,0.52,7800.0,24,0,1,7,Salaried,Diploma,Single,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
68,1700.0,0.97,3000.0,12,8,4,20,Unemployed,Bachelor,Married,Rural,"My current debts are overwhelming, and I'm finding it very hard to keep up.",1,negative,0.9357419013977051,High,High Risk
44,15800.0,0.18,40500.0,60,0,1,17,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
31,6000.0,0.56,12000.0,24,0,1,9,Self-Employed,Bachelor,Single,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
56,3700.0,0.78,7500.0,24,2,3,20,Salaried,High School,Married,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
22,2000.0,0.71,1800.0,12,2,0,1,Student,Diploma,Single,Urban,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
47,2100.0,0.99,5500.0,36,9,5,18,Unemployed,Bachelor,Divorced,Urban,"I've defaulted on loans before, and I'm in a tough spot financially right now.",1,negative,0.9399330019950867,High,High Risk
30,12000.0,0.23,30000.0,60,0,0,8,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
53,4900.0,0.76,9000.0,24,2,2,19,Self-Employed,High School,Married,Suburban,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
25,4600.0,0.48,7000.0,12,0,0,3,Salaried,Bachelor,Single,Urban,I have a stable job and excellent credit; this loan is for a home improvement project.,0,neutral,0.5335102081298828,Low,Low Risk
69,1600.0,0.98,2500.0,12,8,3,20,Unemployed,Diploma,Married,Rural,"My financial situation is critical, and I'm seeking any assistance to stay afloat.",1,neutral,0.5811591148376465,Low,Low Risk
41,17000.0,0.15,44500.0,60,0,0,16,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
38,5800.0,0.62,12000.0,24,0,2,13,Self-Employed,Diploma,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
60,3600.0,0.75,7000.0,24,2,3,20,Salaried,High School,Divorced,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
23,2200.0,0.7,2000.0,12,2,0,2,Student,Diploma,Single,Urban,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
42,1900.0,0.99,4000.0,24,9,5,16,Unemployed,Bachelor,Married,Rural,"I have been unemployed for a while, and my savings are almost depleted.",1,negative,0.8329399228096008,High,High Risk
36,13500.0,0.25,37000.0,60,0,0,14,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
59,5000.0,0.7,10000.0,24,1,2,20,Self-Employed,High School,Married,Suburban,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
28,5500.0,0.36,10500.0,24,0,0,6,Salaried,Bachelor,Single,Urban,I have a stable job and excellent credit; this loan is for a home improvement project.,0,neutral,0.5335102081298828,Low,Low Risk
66,1700.0,0.98,2800.0,12,8,4,20,Unemployed,Diploma,Divorced,Rural,"My current debts are overwhelming, and I'm finding it very hard to keep up.",1,negative,0.9357419013977051,High,High Risk
40,8000.0,0.35,16000.0,36,0,1,16,Salaried,Bachelor,Married,Suburban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
55,17000.0,0.18,45000.0,60,0,2,20,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
32,1800.0,0.93,3000.0,12,5,2,7,Unemployed,High School,Single,Rural,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
27,4200.0,0.5,8500.0,24,0,1,5,Salaried,Diploma,Single,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
43,8200.0,0.41,19000.0,36,0,2,15,Self-Employed,Bachelor,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
60,5000.0,0.72,10000.0,36,1,3,20,Salaried,Diploma,Married,Rural,"I'm trying to get my finances in order after some minor setbacks, this loan will help.",0,positive,0.8007779121398926,Low,Low Risk
26,1500.0,0.96,2500.0,12,6,1,4,Unemployed,High School,Single,Urban,"My financial situation is critical, and I'm seeking any assistance to stay afloat.",1,neutral,0.5811591148376465,Low,Low Risk
51,9200.0,0.38,21000.0,48,0,2,19,Salaried,Bachelor,Married,Urban,"My finances are well-managed, and I'm looking to consolidate some smaller debts into one payment.",0,neutral,0.7106344699859619,Low,Low Risk
69,14500.0,0.23,30000.0,60,0,0,20,Salaried,Master,Divorced,Suburban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
30,4700.0,0.65,9500.0,24,0,1,8,Self-Employed,Diploma,Single,Rural,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
44,8900.0,0.36,18500.0,36,0,1,17,Salaried,Bachelor,Married,Urban,I am seeking funds for a necessary repair and have a reliable income source to ensure repayment.,0,positive,0.6280316710472107,Low,Low Risk
29,5900.0,0.32,12500.0,24,0,0,7,Salaried,Bachelor,Married,Suburban,I have a stable job and excellent credit; this loan is for a home improvement project.,0,neutral,0.5335102081298828,Low,Low Risk
62,1600.0,0.97,4000.0,24,8,5,20,Unemployed,High School,Married,Rural,"My current debts are overwhelming, and I'm finding it very hard to keep up.",1,negative,0.9357419013977051,High,High Risk
47,15500.0,0.21,41000.0,60,0,1,18,Salaried,Master,Married,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
32,4800.0,0.63,10500.0,24,0,2,10,Salaried,Diploma,Married,Suburban,"While my credit utilization is a bit high, I have a plan to reduce it with this new loan.",0,positive,0.9193214774131775,Low,Low Risk
54,9700.0,0.52,24000.0,48,1,3,19,Self-Employed,Bachelor,Divorced,Urban,"My finances are well-managed, and I'm looking to consolidate some smaller debts into one payment.",0,neutral,0.7106344699859619,Low,Low Risk
24,1700.0,0.81,1200.0,12,4,0,2,Student,High School,Single,Rural,I've had a rough patch with my finances and am barely making ends meet.,1,negative,0.9488524198532104,High,High Risk
36,7000.0,0.29,15000.0,36,0,0,13,Salaried,Bachelor,Married,Urban,I have a good track record with previous loans and a stable financial background.,0,neutral,0.6880838871002197,Low,Low Risk
57,1900.0,0.94,3800.0,24,7,4,20,Unemployed,Diploma,Married,Rural,"I have been unemployed for a while, and my savings are almost depleted.",1,negative,0.8329399228096008,High,High Risk
29,11500.0,0.27,25000.0,48,0,0,7,Salaried,Master,Single,Urban,"My financial situation is robust, and I am looking for a personal loan to fund a significant life event.",0,neutral,0.7561371326446533,Low,Low Risk
41,6100.0,0.59,13000.0,36,0,2,14,Self-Employed,Diploma,Married,Suburban,This loan will help me manage my cash flow more effectively for my growing self-employed business.,0,positive,0.8282826542854309,Low,Low Risk
66,7500.0,0.3,16000.0,48,0,1,20,Salaried,Bachelor,Married,Suburban,"My finances are well-managed, and I'm looking to consolidate some smaller debts into one payment.",0,neutral,0.7106344699859619,Low,Low Risk
